Date,Description,Amount,PaymentMethod,Category
2020-02-27,Internet Bill,978.33,Transfer,Utilities
2022-11-09,Fuel,1983.27,Card,Transportation
2021-10-31,Dinner,1710.83,Cash,Food & Dining
2019-01-05,Dinner,476.81,Cash,Food & Dining
2023-06-18,Internet Bill,1354.43,UPI,Utilities
2021-05-17,Lunch,83.82,UPI,Food & Dining
2019-10-17,Taxi,268.39,Transfer,Transportation
2019-08-01,Online Shopping,267.94,UPI,Shopping
2023-11-15,Movie,316.92,Cash,Entertainment
2024-10-25,Electricity Bill,1976.1,UPI,Utilities
2024-11-26,Hotel,1144.28,Transfer,Shopping
2020-12-23,Internet Bill,1570.66,Cash,Utilities
2019-01-21,Dinner,69.45,Cash,Food & Dining
2022-07-20,Taxi,1198.18,Card,Transportation
2021-09-14,Online Shopping,1663.24,Cash,Shopping
2022-05-15,Hotel,1876.79,Cash,Shopping
2022-10-31,Hotel,252.47,Cash,Shopping
2023-05-31,Subscription,1302.24,UPI,Entertainment
2021-05-09,Electricity Bill,884.62,Cash,Utilities
2020-06-15,Pharmacy,1607.42,Card,Health & Medical
2024-03-15,Lunch,1556.33,Cash,Food & Dining
2023-04-24,Coffee,1910.47,Transfer,Food & Dining
2022-12-20,Restaurant,1592.5,Card,Food & Dining
2022-09-05,Online Shopping,704.77,UPI,Shopping
2019-05-22,Internet Bill,39.87,UPI,Utilities
2024-09-16,Tuition Fee,1334.53,UPI,Education
2019-11-11,Gym Membership,836.77,Cash,Transportation
2019-10-11,Tuition Fee,1155.41,Cash,Education
2022-02-15,Dinner,976.25,UPI,Food & Dining
2023-03-25,Gym Membership,778.83,Cash,Entertainment
2021-06-27,Flight Ticket,1166.02,UPI,Transportation
2021-06-29,Gym Membership,499.29,Card,Entertainment
2023-09-03,Movie,541.24,UPI,Entertainment
2024-02-29,Lunch,146.1,UPI,Food & Dining
2020-06-06,Movie,105.91,UPI,Entertainment
2020-04-10,Course Purchase,1910.79,Card,Education
2023-05-08,Restaurant,613.29,UPI,Food & Dining
2021-05-05,Lunch,130.51,Cash,Food & Dining
2021-08-19,Dinner,1870.75,UPI,Food & Dining
2023-02-05,Insurance,249.73,Cash,Entertainment
2022-01-23,Movie,1627.42,UPI,Entertainment
2024-09-20,Dinner,1881.43,UPI,Food & Dining
2024-12-27,Course Purchase,998.21,Cash,Education
2024-08-16,Course Purchase,1094.86,Card,Education
2022-10-17,Parking,1820.91,Cash,Transportation
2021-09-04,Pharmacy,787.81,UPI,Health & Medical
2023-10-20,Coffee,22.14,UPI,Food & Dining
2022-04-13,Lunch,1619.79,UPI,Food & Dining
2019-09-09,Subscription,383.55,UPI,Entertainment
2022-09-20,Course Purchase,976.32,Cash,Education
2021-03-17,Insurance,271.72,Card,Shopping
2023-02-04,Lunch,1926.27,Transfer,Food & Dining
2024-02-02,Coffee,191.47,Transfer,Food & Dining
2019-12-05,Coffee,13482.02,Cash,Food & Dining
2020-01-31,Electricity Bill,693.25,Card,Utilities
2022-06-09,Online Shopping,1983.98,UPI,Shopping
2024-06-04,Pharmacy,1510.6,Cash,Health & Medical
2020-09-30,Course Purchase,760.89,Cash,Education
2020-12-02,Insurance,522.49,Cash,Health & Medical
2024-04-10,Flight Ticket,1558.07,Cash,Transportation
2022-01-13,Parking,1058.06,UPI,Transportation
2019-05-19,Fuel,988.77,Cash,Transportation
2019-11-19,Subscription,792.91,Card,Entertainment
2019-05-03,Tuition Fee,12794.02,Transfer,Education
2020-04-29,Internet Bill,766.17,UPI,Utilities
2019-02-03,Course Purchase,4787.98,Card,Education
2024-07-10,Internet Bill,1686.56,Cash,Utilities
2023-02-03,Parking,1468.96,Cash,Transportation
2020-02-16,Online Shopping,1978.48,UPI,Shopping
2024-05-20,Online Shopping,148.76,Cash,Shopping
2020-01-05,Restaurant,1821.99,Card,Food & Dining
2023-12-10,Tuition Fee,1344.3,Transfer,Education
2024-11-19,Lunch,334.34,UPI,Food & Dining
2022-04-04,Internet Bill,3174.66,UPI,Utilities
2023-03-02,Subscription,1165.17,Transfer,Entertainment
2022-01-22,Flight Ticket,649.23,Cash,Transportation
2022-09-20,Hotel,1840.58,UPI,Shopping
2019-09-19,Course Purchase,1333.99,Card,Education
2022-11-15,Subscription,678.53,UPI,Entertainment
2023-05-30,Movie,1430.51,Transfer,Entertainment
2022-09-20,Restaurant,662.38,Card,Food & Dining
2021-05-24,Parking,603.82,Cash,Transportation
2019-07-18,Dinner,679.77,Transfer,Food & Dining
2022-06-16,Course Purchase,1601.15,Card,Education
2023-10-24,Insurance,407.93,Cash,Health & Medical
2021-01-26,Grocery,1676.66,UPI,Food & Dining
2020-07-20,Lunch,1931.26,Transfer,Food & Dining
2019-02-25,Coffee,1410.09,Transfer,Food & Dining
2019-01-17,Course Purchase,709.97,Card,Education
2023-04-10,Internet Bill,1604.28,UPI,Utilities
2023-01-15,Course Purchase,1501.42,Cash,Education
2019-12-18,Dinner,1539.39,UPI,Food & Dining
2020-06-03,Tuition Fee,939.29,UPI,Education
2021-05-19,Gym Membership,1381.83,UPI,Education
2024-10-02,Electricity Bill,1621.88,Transfer,Utilities
2023-03-12,Taxi,857.56,Transfer,Transportation
2022-08-12,Coffee,2164.24,Cash,Food & Dining
2021-03-24,Bus,1390.45,Card,Transportation
2019-03-17,Hotel,413.26,Transfer,Shopping
2024-11-16,Parking,830.48,Card,Transportation
2023-11-22,Hotel,253.22,Transfer,Shopping
2023-10-19,Parking,1233.59,Transfer,Transportation
2024-07-29,Pharmacy,1666.99,UPI,Health & Medical
2023-09-12,Parking,402.39,UPI,Transportation
2023-03-10,Bus,987.88,Card,Transportation
2023-01-20,Insurance,968.38,Card,Entertainment
2020-02-11,Gym Membership,605.38,UPI,Education
2024-12-03,Tuition Fee,1573.94,UPI,Education
2020-02-08,Fuel,206.31,Transfer,Transportation
2023-10-22,Parking,391.59,Card,Transportation
2023-10-11,Grocery,265.32,Card,Food & Dining
2023-04-30,Insurance,1197.11,UPI,Shopping
2020-10-09,Coffee,1507.07,UPI,Food & Dining
2021-09-04,Course Purchase,1084.99,Cash,Education
2019-12-04,Lunch,14115.09,Transfer,Food & Dining
2023-05-04,Taxi,359.53,Cash,Transportation
2021-04-21,Tuition Fee,780.33,Transfer,Education
2022-09-23,Electricity Bill,526.57,Transfer,Utilities
2021-08-18,Bus,1989.09,UPI,Transportation
2020-04-20,Subscription,531.4,Card,Entertainment
2019-08-20,Internet Bill,1569.43,UPI,Utilities
2020-03-09,Dinner,47.74,Cash,Food & Dining
2021-08-11,Grocery,396.03,Card,Food & Dining
2022-02-15,Flight Ticket,920.33,UPI,Transportation
2021-03-29,Tuition Fee,429.13,Card,Education
2020-07-30,Taxi,1522.6,Card,Transportation
2020-06-05,Flight Ticket,216.69,Transfer,Transportation
2023-09-14,Grocery,1274.97,Card,Food & Dining
2024-11-25,Fuel,1964.17,Card,Transportation
2019-12-07,Course Purchase,167.85,Transfer,Education
2023-08-23,Flight Ticket,1092.11,Cash,Transportation
2023-10-14,Subscription,841.73,Card,Entertainment
2023-01-26,Movie,377.66,UPI,Entertainment
2020-07-18,Fuel,844.68,Cash,Transportation
2023-01-08,Insurance,1542.83,Transfer,Food & Dining
2020-07-22,Insurance,93.42,Transfer,Utilities
2020-02-10,Fuel,1443.45,Transfer,Transportation
2021-02-07,Taxi,442.6,Cash,Transportation
2022-07-10,Gym Membership,1703.68,UPI,Other
2024-05-04,Lunch,1348.45,UPI,Food & Dining
2024-04-04,Tuition Fee,1423.99,Card,Education
2024-08-22,Online Shopping,94.22,Cash,Shopping
2023-10-20,Restaurant,1581.97,Transfer,Food & Dining
2023-01-31,Insurance,1527.9,UPI,Shopping
2020-07-11,Coffee,1680.98,Transfer,Food & Dining
2022-01-12,Movie,909.24,Cash,Entertainment
2019-12-12,Insurance,49.7,UPI,Utilities
2022-01-11,Bus,273.71,Transfer,Transportation
2023-04-05,Parking,1741.7,Transfer,Transportation
2020-09-23,Bus,858.5,Transfer,Transportation
2024-01-19,Parking,11565.23,Card,Transportation
2024-11-27,Lunch,667.61,Card,Food & Dining
2023-11-12,Electricity Bill,818.96,Card,Utilities
2024-03-26,Dinner,1390.46,UPI,Food & Dining
2023-08-02,Course Purchase,1645.74,Card,Education
2021-07-09,Flight Ticket,999.96,Card,Transportation
2023-12-21,Insurance,625.61,UPI,Other
2021-10-27,Electricity Bill,873.14,Transfer,Utilities
2024-12-26,Taxi,1445.49,Transfer,Transportation
2023-08-31,Hotel,407.26,Cash,Shopping
2022-09-08,Bus,476.62,Card,Transportation
2020-03-20,Coffee,1311.46,Card,Food & Dining
2020-01-31,Insurance,1549.87,UPI,Utilities
2020-03-16,Parking,1590.06,UPI,Transportation
2019-05-07,Movie,108.75,Transfer,Entertainment
2019-09-30,Fuel,367.59,UPI,Transportation
2023-09-02,Dinner,799.1,Cash,Food & Dining
2022-12-24,Pharmacy,808.02,Cash,Health & Medical
2021-12-08,Movie,105.46,Card,Entertainment
2024-02-21,Electricity Bill,1581.75,UPI,Utilities
2022-06-04,Online Shopping,849.87,Cash,Shopping
2020-01-22,Fuel,678.89,Cash,Transportation
2019-09-02,Pharmacy,1206.19,UPI,Health & Medical
2019-02-02,Tuition Fee,1870.24,Cash,Education
2022-11-02,Online Shopping,463.53,Cash,Shopping
2019-05-13,Lunch,12662.28,Cash,Food & Dining
2023-05-10,Pharmacy,810.86,Cash,Health & Medical
2023-12-10,Dinner,1313.36,Transfer,Food & Dining
2020-06-27,Course Purchase,1581.12,Card,Education
2024-06-16,Dinner,772.85,UPI,Food & Dining
2022-12-17,Flight Ticket,5859.8,Cash,Transportation
2024-06-12,Online Shopping,1954.0,Transfer,Shopping
2023-09-29,Flight Ticket,1134.25,Transfer,Transportation
2020-10-10,Insurance,1740.6,UPI,Utilities
2024-03-25,Insurance,176.49,UPI,Other
2021-01-02,Course Purchase,8659.83,Transfer,Education
2021-06-05,Insurance,711.48,UPI,Entertainment
2022-03-12,Pharmacy,3336.44,Cash,Health & Medical
2023-03-18,Fuel,821.53,Cash,Transportation
2023-10-05,Hotel,1726.4,Card,Shopping
2021-03-20,Lunch,1972.91,UPI,Food & Dining
2020-09-23,Lunch,202.2,Card,Food & Dining
2020-04-20,Bus,373.35,Cash,Transportation
2023-05-16,Flight Ticket,280.05,Transfer,Transportation
2019-02-07,Book Purchase,669.52,Card,Entertainment
2023-02-16,Parking,1820.55,Transfer,Transportation
2024-06-07,Pharmacy,1501.05,Card,Health & Medical
2021-02-05,Tuition Fee,570.26,Cash,Education
2022-08-10,Online Shopping,619.72,Transfer,Shopping
2023-10-06,Parking,448.59,Transfer,Transportation
2022-05-21,Coffee,351.8,Card,Food & Dining
2023-03-11,Flight Ticket,25.94,Card,Transportation
2022-05-29,Fuel,170.02,Transfer,Transportation
2023-04-05,Electricity Bill,861.27,UPI,Utilities
2022-05-10,Movie,1028.35,Transfer,Entertainment
2019-01-11,Hotel,113.86,Cash,Shopping
2022-08-20,Gym Membership,421.57,UPI,Transportation
2022-06-06,Taxi,1711.34,Transfer,Transportation
2023-12-11,Coffee,963.84,Cash,Food & Dining
2024-02-05,Parking,1580.54,Transfer,Transportation
2021-09-05,Book Purchase,5905.52,Transfer,Entertainment
2021-02-09,Internet Bill,18.46,Cash,Utilities
2021-10-26,Grocery,63.51,Cash,Food & Dining
2020-12-08,Flight Ticket,154.59,Cash,Transportation
2024-11-08,Parking,1873.09,Cash,Transportation
2024-10-24,Course Purchase,1813.69,Card,Education
2022-03-24,Subscription,648.59,Cash,Entertainment
2021-10-23,Gym Membership,1033.57,UPI,Education
2024-09-03,Coffee,14121.51,Transfer,Food & Dining
2022-03-02,Fuel,4293.92,Transfer,Transportation
2022-10-16,Insurance,1793.34,Cash,Food & Dining
2022-04-13,Lunch,1827.76,Transfer,Food & Dining
2022-10-25,Flight Ticket,10353.12,UPI,Transportation
2021-01-17,Pharmacy,730.63,Cash,Health & Medical
2024-02-10,Bus,1803.38,Card,Transportation
2023-08-13,Electricity Bill,1349.15,Card,Utilities
2021-03-06,Insurance,415.28,Card,Education
2024-05-14,Parking,753.25,UPI,Transportation
2019-05-19,Insurance,733.74,Transfer,Health & Medical
2020-03-26,Taxi,406.05,UPI,Transportation
2019-03-11,Dinner,664.65,Transfer,Food & Dining
2023-01-09,Lunch,1951.98,Cash,Food & Dining
2019-06-28,Pharmacy,120.46,Transfer,Health & Medical
2023-08-31,Book Purchase,403.54,Transfer,Entertainment
2024-12-31,Course Purchase,1640.89,Card,Education
2019-10-03,Insurance,1666.43,UPI,Health & Medical
2022-08-02,Movie,1342.13,Transfer,Entertainment
2023-01-15,Hotel,1356.71,Cash,Shopping
2020-07-16,Course Purchase,945.78,UPI,Education
2021-11-17,Coffee,1547.63,Cash,Food & Dining
2022-03-19,Coffee,535.56,UPI,Food & Dining
2020-11-25,Subscription,714.0,Cash,Entertainment
2019-06-28,Bus,1436.21,UPI,Transportation
2019-04-01,Lunch,88.61,Card,Food & Dining
2022-08-17,Restaurant,830.8,UPI,Food & Dining
2021-02-05,Book Purchase,567.98,Transfer,Entertainment
2022-02-18,Lunch,1476.91,UPI,Food & Dining
2020-07-11,Insurance,1250.98,Cash,Transportation
2020-11-26,Course Purchase,1549.53,Card,Education
2020-09-08,Parking,489.98,Card,Transportation
2020-10-04,Taxi,428.52,UPI,Transportation
2020-09-24,Restaurant,85.7,UPI,Food & Dining
2023-10-19,Fuel,1858.05,Transfer,Transportation
2022-01-16,Lunch,1190.06,Cash,Food & Dining
2019-10-04,Lunch,1866.65,Card,Food & Dining
2021-09-14,Book Purchase,646.63,Card,Entertainment
2019-02-10,Tuition Fee,939.87,Card,Education
2022-11-01,Movie,666.21,Cash,Entertainment
2021-10-06,Book Purchase,1467.61,Cash,Entertainment
2019-07-31,Hotel,1011.86,Cash,Shopping
2022-06-09,Flight Ticket,1326.99,UPI,Transportation
2024-05-18,Parking,1707.61,UPI,Transportation
2024-08-22,Fuel,968.71,Transfer,Transportation
2022-04-04,Course Purchase,1456.24,Cash,Education
2021-06-15,Tuition Fee,1435.67,Card,Education
2020-07-29,Online Shopping,235.49,Transfer,Shopping
2024-01-11,Pharmacy,1600.11,Transfer,Health & Medical
2023-11-02,Subscription,1898.45,Cash,Entertainment
2022-07-19,Course Purchase,339.81,UPI,Education
2022-07-22,Lunch,221.77,Cash,Food & Dining
2020-11-08,Course Purchase,384.49,Card,Education
2021-09-13,Insurance,669.82,Transfer,Other
2020-01-12,Coffee,514.15,UPI,Food & Dining
2022-10-25,Lunch,592.91,Cash,Food & Dining
2019-04-20,Grocery,835.78,Transfer,Food & Dining
2022-02-13,Restaurant,1346.5,Cash,Food & Dining
2022-02-19,Fuel,1042.52,Cash,Transportation
2024-11-14,Tuition Fee,1963.1,Card,Education
2023-02-06,Taxi,403.62,UPI,Transportation
2021-04-02,Movie,169.0,UPI,Entertainment
2024-06-18,Subscription,1324.28,Transfer,Entertainment
2023-06-27,Restaurant,1446.67,Card,Food & Dining
2022-09-22,Insurance,848.51,Cash,Education
2022-07-21,Internet Bill,66.48,UPI,Utilities
2024-08-27,Hotel,3613.8,UPI,Shopping
2021-07-02,Course Purchase,302.87,Transfer,Education
2021-04-13,Restaurant,233.07,Cash,Food & Dining
2024-03-16,Lunch,1061.41,Card,Food & Dining
2022-04-18,Parking,980.41,Transfer,Transportation
2020-02-07,Movie,49.02,Cash,Entertainment
2024-11-26,Pharmacy,1303.38,Card,Health & Medical
2021-09-25,Grocery,814.4,UPI,Food & Dining
2020-09-20,Course Purchase,309.06,Cash,Education
2019-03-22,Lunch,277.14,Transfer,Food & Dining
2022-02-02,Restaurant,1792.71,UPI,Food & Dining
2021-04-03,Internet Bill,1298.92,UPI,Utilities
2020-08-31,Internet Bill,291.13,Card,Utilities
2019-05-02,Taxi,399.59,UPI,Transportation
2023-06-16,Taxi,399.91,Cash,Transportation
2022-05-01,Book Purchase,216.88,Cash,Entertainment
2022-06-08,Electricity Bill,478.96,UPI,Utilities
2024-06-14,Lunch,249.99,UPI,Food & Dining
2022-09-03,Dinner,1320.31,UPI,Food & Dining
2021-09-18,Grocery,856.58,UPI,Food & Dining
2019-06-01,Tuition Fee,12.71,UPI,Education
2019-06-13,Grocery,1257.49,Card,Food & Dining
2020-05-27,Bus,1306.94,Card,Transportation
2024-01-15,Parking,686.29,Card,Transportation
2021-09-01,Pharmacy,930.7,Card,Health & Medical
2019-10-27,Electricity Bill,930.96,UPI,Utilities
2021-12-14,Gym Membership,7670.42,Transfer,Food & Dining
2024-06-04,Internet Bill,971.85,Card,Utilities
2020-10-29,Electricity Bill,1517.42,Cash,Utilities
2022-12-22,Electricity Bill,1575.04,Transfer,Utilities
2022-06-06,Electricity Bill,11.36,UPI,Utilities
2022-08-18,Flight Ticket,958.88,Transfer,Transportation
2024-03-29,Hotel,364.94,Cash,Shopping
2023-01-06,Insurance,799.94,Card,Utilities
2019-04-05,Course Purchase,1105.25,Card,Education
2020-07-30,Grocery,242.29,UPI,Food & Dining
2022-01-15,Course Purchase,1224.83,Card,Education
2022-05-22,Restaurant,329.09,UPI,Food & Dining
2021-06-18,Taxi,9635.64,Transfer,Transportation
2022-02-25,Internet Bill,51.82,Cash,Utilities
2023-08-29,Parking,79.93,Transfer,Transportation
2020-10-08,Book Purchase,7770.07,Cash,Entertainment
2024-04-27,Coffee,381.48,Card,Food & Dining
2023-05-08,Electricity Bill,1894.38,UPI,Utilities
2020-09-24,Fuel,370.81,UPI,Transportation
2020-09-02,Fuel,1320.1,UPI,Transportation
2023-02-10,Movie,905.04,UPI,Entertainment
2022-10-14,Book Purchase,453.17,UPI,Entertainment
2021-07-23,Electricity Bill,109.43,Transfer,Utilities
2022-08-20,Course Purchase,1898.15,UPI,Education
2023-11-12,Flight Ticket,54.63,UPI,Transportation
2022-04-03,Flight Ticket,1906.5,Transfer,Transportation
2022-03-20,Subscription,1798.89,Transfer,Entertainment
2022-05-28,Restaurant,1737.18,Cash,Food & Dining
2023-12-20,Insurance,81.08,UPI,Entertainment
2020-11-14,Internet Bill,1403.3,Cash,Utilities
2021-02-19,Electricity Bill,847.42,UPI,Utilities
2019-12-12,Course Purchase,1196.12,UPI,Education
2020-01-24,Online Shopping,54.44,Cash,Shopping
2023-01-21,Pharmacy,831.46,Card,Health & Medical
2020-11-29,Lunch,1632.84,Card,Food & Dining
2020-10-08,Tuition Fee,1020.84,Cash,Education
2023-09-22,Book Purchase,990.48,Card,Entertainment
2021-06-17,Taxi,383.9,Card,Transportation
2023-06-09,Gym Membership,725.63,Cash,Utilities
2024-12-25,Taxi,1456.13,Cash,Transportation
2020-04-19,Book Purchase,207.95,Card,Entertainment
2020-05-25,Flight Ticket,285.05,Card,Transportation
2022-06-18,Subscription,595.09,Cash,Entertainment
2023-04-19,Restaurant,950.0,Card,Food & Dining
2021-07-29,Taxi,5526.65,Transfer,Transportation
2021-04-03,Gym Membership,1087.49,UPI,Other
2023-01-25,Bus,1130.36,UPI,Transportation
2020-01-27,Taxi,1987.22,Cash,Transportation
2020-09-02,Course Purchase,1562.38,Card,Education
2021-11-30,Grocery,1889.98,Cash,Food & Dining
2021-11-19,Restaurant,5048.22,Transfer,Food & Dining
2023-09-22,Tuition Fee,1598.73,Card,Education
2023-11-25,Internet Bill,1484.53,Transfer,Utilities
2022-03-30,Coffee,1726.12,UPI,Food & Dining
2022-03-04,Lunch,511.06,Cash,Food & Dining
2020-11-04,Fuel,865.25,Transfer,Transportation
2020-11-11,Taxi,10876.71,Cash,Transportation
2020-04-19,Pharmacy,216.63,UPI,Health & Medical
2022-11-06,Parking,1664.61,Cash,Transportation
2020-08-20,Coffee,108.48,Cash,Food & Dining
2024-03-31,Insurance,789.09,Transfer,Other
2019-07-26,Parking,1798.38,Card,Transportation
2024-12-06,Dinner,289.55,Card,Food & Dining
2021-06-30,Gym Membership,287.48,UPI,Education
2020-11-23,Coffee,105.95,Cash,Food & Dining
2021-11-10,Lunch,1809.65,UPI,Food & Dining
2021-06-13,Flight Ticket,1655.96,Cash,Transportation
2020-12-14,Dinner,456.95,Card,Food & Dining
2022-06-18,Movie,1069.99,UPI,Entertainment
2022-04-23,Pharmacy,955.75,Card,Health & Medical
2020-11-26,Online Shopping,1413.52,UPI,Shopping
2020-07-12,Taxi,1464.97,Card,Transportation
2020-02-16,Tuition Fee,162.57,Cash,Education
2024-01-02,Parking,603.56,Transfer,Transportation
2019-12-18,Subscription,1588.71,Cash,Entertainment
2021-07-20,Subscription,1491.34,UPI,Entertainment
2019-06-07,Taxi,506.49,UPI,Transportation
2023-05-12,Electricity Bill,1722.9,Card,Utilities
2022-02-01,Coffee,699.57,Card,Food & Dining
2024-08-12,Book Purchase,1791.74,Card,Entertainment
2019-08-09,Movie,524.91,Transfer,Entertainment
2022-03-06,Movie,1443.8,UPI,Entertainment
2019-03-30,Fuel,12608.64,Cash,Transportation
2023-01-09,Course Purchase,869.89,UPI,Education
2021-08-23,Pharmacy,363.67,Transfer,Health & Medical
2023-03-16,Parking,1005.63,Card,Transportation
2019-02-15,Flight Ticket,1586.07,UPI,Transportation
2022-10-23,Lunch,641.08,UPI,Food & Dining
2022-03-09,Pharmacy,375.91,Transfer,Health & Medical
2024-02-04,Parking,1042.45,Transfer,Transportation
2023-12-16,Book Purchase,168.08,UPI,Entertainment
2020-11-22,Electricity Bill,1535.46,Card,Utilities
2022-02-11,Fuel,7349.54,Transfer,Transportation
2023-02-14,Fuel,1267.7,Transfer,Transportation
2020-04-15,Grocery,1448.68,Transfer,Food & Dining
2020-03-07,Grocery,1520.62,UPI,Food & Dining
2020-07-31,Lunch,503.83,UPI,Food & Dining
2019-08-12,Dinner,977.12,Card,Food & Dining
2019-06-19,Bus,1903.24,UPI,Transportation
2019-09-12,Restaurant,935.34,UPI,Food & Dining
2023-11-12,Internet Bill,363.36,Transfer,Utilities
2023-12-21,Subscription,510.51,Cash,Entertainment
2023-11-18,Pharmacy,1906.05,UPI,Health & Medical
2022-06-07,Pharmacy,838.32,Transfer,Health & Medical
2022-08-07,Electricity Bill,1268.03,Transfer,Utilities
2023-06-16,Insurance,1382.1,Card,Health & Medical
2019-01-12,Tuition Fee,538.43,Cash,Education
2021-08-15,Movie,1167.68,Cash,Entertainment
2019-05-07,Pharmacy,855.57,Card,Health & Medical
2024-07-16,Lunch,1826.47,Card,Food & Dining
2019-06-21,Pharmacy,839.7,Transfer,Health & Medical
2023-05-29,Movie,734.86,UPI,Entertainment
2024-11-21,Lunch,1177.71,Cash,Food & Dining
2024-07-15,Dinner,646.11,Cash,Food & Dining
2022-06-24,Internet Bill,1644.58,Card,Utilities
2021-03-18,Flight Ticket,1098.3,Transfer,Transportation
2019-01-20,Online Shopping,123.57,Cash,Shopping
2021-10-18,Hotel,9598.85,Card,Shopping
2021-03-05,Tuition Fee,1780.38,UPI,Education
2022-12-06,Grocery,1175.62,Cash,Food & Dining
2022-10-10,Course Purchase,1755.76,Transfer,Education
2023-06-13,Flight Ticket,2286.72,UPI,Transportation
2023-10-10,Online Shopping,1866.33,Card,Shopping
2019-05-01,Course Purchase,941.52,Transfer,Education
2024-06-15,Online Shopping,5172.24,Card,Shopping
2021-03-12,Dinner,1133.34,Card,Food & Dining
2019-03-04,Subscription,1068.04,Card,Entertainment
2021-09-22,Online Shopping,1104.68,UPI,Shopping
2020-04-23,Internet Bill,49.29,Card,Utilities
2021-06-26,Taxi,927.8,UPI,Transportation
2020-09-28,Internet Bill,1985.15,Cash,Utilities
2023-08-11,Gym Membership,845.68,UPI,Shopping
2022-10-28,Insurance,346.31,Cash,Entertainment
2023-07-03,Gym Membership,794.67,Transfer,Transportation
2023-09-07,Electricity Bill,223.08,Transfer,Utilities
2022-07-17,Coffee,4870.93,UPI,Food & Dining
2020-03-25,Flight Ticket,1261.49,Cash,Transportation
2021-06-11,Fuel,525.71,UPI,Transportation
2021-01-19,Flight Ticket,584.78,Card,Transportation
2023-09-02,Pharmacy,335.4,Transfer,Health & Medical
2019-12-24,Electricity Bill,202.89,Transfer,Utilities
2019-10-21,Pharmacy,23.1,Cash,Health & Medical
2021-08-21,Flight Ticket,1281.36,Transfer,Transportation
2023-01-30,Online Shopping,4151.4,UPI,Shopping
2020-04-12,Internet Bill,220.3,UPI,Utilities
2019-04-05,Movie,1548.27,Transfer,Entertainment
2019-05-04,Subscription,1536.48,UPI,Entertainment
2024-05-01,Coffee,770.45,Card,Food & Dining
2021-01-09,Coffee,139.47,UPI,Food & Dining
2019-04-17,Taxi,1557.92,Cash,Transportation
2020-02-01,Dinner,100.84,Card,Food & Dining
2019-03-04,Subscription,243.92,Transfer,Entertainment
2021-04-20,Insurance,131.57,Cash,Transportation
2021-02-03,Gym Membership,1655.01,Card,Other
2024-06-08,Dinner,1150.39,Transfer,Food & Dining
2021-05-28,Taxi,838.11,UPI,Transportation
2021-11-24,Pharmacy,187.85,Card,Health & Medical
2020-04-26,Online Shopping,1420.88,Cash,Shopping
2019-07-13,Restaurant,510.02,UPI,Food & Dining
2024-04-14,Book Purchase,966.12,Transfer,Entertainment
2022-01-26,Lunch,1059.42,UPI,Food & Dining
2020-04-30,Parking,774.38,Card,Transportation
2019-12-25,Parking,920.89,Transfer,Transportation
2022-04-09,Gym Membership,273.13,UPI,Other
2024-07-17,Internet Bill,394.64,Cash,Utilities
2022-12-26,Tuition Fee,840.24,UPI,Education
2024-03-28,Course Purchase,1349.89,UPI,Education
2022-02-24,Grocery,3760.13,Transfer,Food & Dining
2022-03-03,Bus,1973.58,Cash,Transportation
2022-01-29,Book Purchase,1637.6,Card,Entertainment
2019-05-19,Hotel,1934.94,Cash,Shopping
2023-04-29,Bus,381.31,Cash,Transportation
2019-10-30,Restaurant,1259.9,UPI,Food & Dining
2020-11-01,Restaurant,259.33,Transfer,Food & Dining
2019-07-25,Lunch,1625.15,Transfer,Food & Dining
2020-03-17,Internet Bill,640.74,Transfer,Utilities
2023-09-04,Course Purchase,1172.53,Card,Education
2022-10-28,Tuition Fee,308.18,Transfer,Education
2022-11-17,Subscription,1448.27,Card,Entertainment
2021-04-22,Lunch,42.08,Cash,Food & Dining
2022-11-07,Internet Bill,969.9,Cash,Utilities
2021-07-27,Parking,14129.52,Cash,Transportation
2023-07-30,Flight Ticket,234.23,Transfer,Transportation
2020-09-23,Hotel,1967.94,Card,Shopping
2021-09-29,Online Shopping,357.61,Cash,Shopping
2021-12-29,Internet Bill,229.71,UPI,Utilities
2020-01-29,Taxi,481.18,Card,Transportation
2024-07-10,Book Purchase,8346.66,Cash,Entertainment
2022-03-16,Taxi,256.02,Cash,Transportation
2020-09-09,Gym Membership,898.74,Cash,Entertainment
2022-12-06,Electricity Bill,1091.26,Cash,Utilities
2023-12-17,Fuel,1313.0,Transfer,Transportation
2022-03-19,Subscription,1772.33,UPI,Entertainment
2023-10-17,Course Purchase,1530.46,Transfer,Education
2024-11-04,Bus,1656.04,UPI,Transportation
2021-12-03,Movie,1374.11,Transfer,Entertainment
2023-03-25,Gym Membership,1339.2,Transfer,Transportation
2021-02-14,Bus,1902.69,Card,Transportation
2022-05-31,Insurance,1511.04,Card,Health & Medical
2024-06-28,Parking,1865.31,UPI,Transportation
2021-05-04,Gym Membership,80.53,Card,Shopping
2020-03-05,Bus,973.37,UPI,Transportation
2022-01-07,Pharmacy,1620.35,Transfer,Health & Medical
2024-02-27,Tuition Fee,7459.78,Card,Education
2021-04-04,Taxi,1757.6,Card,Transportation
2023-03-20,Lunch,13653.57,Transfer,Food & Dining
2024-08-18,Parking,1106.82,UPI,Transportation
2021-11-16,Insurance,1113.81,Cash,Other
2024-05-26,Subscription,1567.11,Transfer,Entertainment
2019-02-22,Gym Membership,268.34,UPI,Utilities
2019-06-25,Taxi,1916.63,Cash,Transportation
